---- Félix Cabrera, ECFM-USAC, 2019 ---- 
Solución numérica para el péndulo elástico: 
Pendulo de longitud 0.29 [m], constante 10.23 [N/m] y masa 0.20 [kg]. 
 z[m], vz[m/s], theta[rad], w[rad/s], t[s], x[m], y[m], 
0.252629, -0.409479, -0.290138, 0.881682, 4.173800, -0.156096, -0.522824, 
0.250924, -0.421892, -0.286468, 0.908254, 4.177900, -0.153695, -0.521758, 
0.249170, -0.433798, -0.282690, 0.934982, 4.182000, -0.151233, -0.520650, 
0.247368, -0.445183, -0.278801, 0.961866, 4.186100, -0.148711, -0.519502, 
0.245520, -0.456035, -0.274802, 0.988904, 4.190200, -0.146131, -0.518314, 
0.243629, -0.466340, -0.270692, 1.016092, 4.194300, -0.143494, -0.517088, 
0.241697, -0.476086, -0.266470, 1.043426, 4.198400, -0.140800, -0.515825, 
0.239726, -0.485262, -0.262136, 1.070902, 4.202500, -0.138053, -0.514527, 
0.237718, -0.493855, -0.257688, 1.098513, 4.206600, -0.135251, -0.513195, 
0.235677, -0.501857, -0.253128, 1.126252, 4.210700, -0.132398, -0.511830, 
0.233604, -0.509256, -0.248453, 1.154110, 4.214800, -0.129494, -0.510434, 
0.231502, -0.516043, -0.243664, 1.182077, 4.218900, -0.126541, -0.509008, 
0.229373, -0.522211, -0.238760, 1.210143, 4.223000, -0.123540, -0.507555, 
0.227221, -0.527750, -0.233740, 1.238295, 4.227100, -0.120492, -0.506074, 
0.225047, -0.532653, -0.228606, 1.266519, 4.231200, -0.117400, -0.504569, 
0.222854, -0.536914, -0.223355, 1.294800, 4.235300, -0.114263, -0.503040, 
0.220645, -0.540527, -0.217988, 1.323121, 4.239400, -0.111084, -0.501489, 
0.218422, -0.543487, -0.212505, 1.351463, 4.243500, -0.107864, -0.499918, 
0.216189, -0.545790, -0.206906, 1.379808, 4.247600, -0.104604, -0.498329, 
0.213948, -0.547431, -0.201191, 1.408133, 4.251700, -0.101307, -0.496722, 
0.211701, -0.548409, -0.195360, 1.436415, 4.255800, -0.097972, -0.495101, 
0.209452, -0.548721, -0.189412, 1.464630, 4.259900, -0.094603, -0.493465, 
0.207202, -0.548366, -0.183350, 1.492751, 4.264000, -0.091199, -0.491818, 
0.204956, -0.547345, -0.177172, 1.520750, 4.268100, -0.087763, -0.490161, 
0.202715, -0.545658, -0.170880, 1.548597, 4.272200, -0.084296, -0.488495, 
0.200483, -0.543305, -0.164474, 1.576261, 4.276300, -0.080799, -0.486823, 
0.198261, -0.540291, -0.157955, 1.603709, 4.280400, -0.077275, -0.485145, 
0.196053, -0.536619, -0.151324, 1.630906, 4.284500, -0.073723, -0.483464, 
0.193862, -0.532292, -0.144582, 1.657815, 4.288600, -0.070146, -0.481782, 
0.191689, -0.527317, -0.137730, 1.684399, 4.292700, -0.066545, -0.480099, 
0.189538, -0.521699, -0.130770, 1.710619, 4.296800, -0.062922, -0.478418, 
0.187412, -0.515446, -0.123704, 1.736432, 4.300900, -0.059277, -0.476741, 
0.185313, -0.508566, -0.116532, 1.761798, 4.305000, -0.055613, -0.475069, 
0.183243, -0.501069, -0.109257, 1.786673, 4.309100, -0.051930, -0.473403, 
0.181205, -0.492965, -0.101882, 1.811011, 4.313200, -0.048229, -0.471746, 
0.179201, -0.484266, -0.094408, 1.834768, 4.317300, -0.044513, -0.470098, 
0.177235, -0.474982, -0.086838, 1.857897, 4.321400, -0.040783, -0.468463, 
0.175307, -0.465129, -0.079174, 1.880351, 4.325500, -0.037039, -0.466840, 
0.173421, -0.454720, -0.071420, 1.902081, 4.329600, -0.033283, -0.465232, 
0.171579, -0.443771, -0.063578, 1.923041, 4.333700, -0.029517, -0.463640, 
0.169783, -0.432298, -0.055652, 1.943181, 4.337800, -0.025742, -0.462067, 
0.168035, -0.420318, -0.047645, 1.962452, 4.341900, -0.021958, -0.460512, 
0.166337, -0.407849, -0.039561, 1.980808, 4.346000, -0.018167, -0.458978, 
0.164691, -0.394911, -0.031404, 1.998200, 4.350100, -0.014371, -0.457466, 
0.163099, -0.381523, -0.023177, 2.014581, 4.354200, -0.010570, -0.455977, 
0.161563, -0.367707, -0.014886, 2.029905, 4.358300, -0.006766, -0.454513, 
0.160085, -0.353484, -0.006534, 2.044127, 4.362400, -0.002960, -0.453075, 
0.158665, -0.338876, 0.001874, 2.057204, 4.366500, 0.000847, -0.451665, 
0.157306, -0.323907, 0.010334, 2.069093, 4.370600, 0.004653, -0.450282, 
0.156010, -0.308600, 0.018839, 2.079755, 4.374700, 0.008459, -0.448930, 
0.154776, -0.292981, 0.027386, 2.089151, 4.378800, 0.012261, -0.447608, 
0.153608, -0.277074, 0.035969, 2.097247, 4.382900, 0.016060, -0.446319, 
0.152505, -0.260905, 0.044582, 2.104009, 4.387000, 0.019855, -0.445062, 
0.151469, -0.244500, 0.053220, 2.109406, 4.391100, 0.023643, -0.443839, 
0.150500, -0.227886, 0.061877, 2.113413, 4.395200, 0.027425, -0.442651, 
0.149600, -0.211089, 0.070548, 2.116004, 4.399300, 0.031199, -0.441499, 
0.148769, -0.194137, 0.079226, 2.117159, 4.403400, 0.034963, -0.440384, 
0.148008, -0.177058, 0.087906, 2.116860, 4.407500, 0.038718, -0.439306, 
0.147318, -0.159878, 0.096582, 2.115095, 4.411600, 0.042461, -0.438266, 
0.146697, -0.142626, 0.105248, 2.111853, 4.415700, 0.046192, -0.437264, 
0.146148, -0.125329, 0.113898, 2.107129, 4.419800, 0.049910, -0.436303, 
0.145670, -0.108015, 0.122525, 2.100918, 4.423900, 0.053613, -0.435381, 
0.145262, -0.090710, 0.131123, 2.093224, 4.428000, 0.057302, -0.434500, 
0.144926, -0.073443, 0.139687, 2.084052, 4.432100, 0.060974, -0.433660, 
0.144660, -0.056241, 0.148210, 2.073411, 4.436200, 0.064629, -0.432862, 
0.144465, -0.039129, 0.156687, 2.061313, 4.440300, 0.068265, -0.432106, 
0.144339, -0.022134, 0.165111, 2.047776, 4.444400, 0.071882, -0.431391, 
0.144283, -0.005281, 0.173477, 2.032819, 4.448500, 0.075479, -0.430720, 
0.144296, 0.011404, 0.181778, 2.016466, 4.452600, 0.079054, -0.430091, 
0.144376, 0.027896, 0.190010, 1.998745, 4.456700, 0.082607, -0.429504, 
0.144524, 0.044172, 0.198166, 1.979685, 4.460800, 0.086136, -0.428961, 
0.144738, 0.060209, 0.206242, 1.959319, 4.464900, 0.089641, -0.428461, 
0.145017, 0.075985, 0.214231, 1.937683, 4.469000, 0.093121, -0.428004, 
0.145361, 0.091477, 0.222129, 1.914816, 4.473100, 0.096574, -0.427591, 
0.145767, 0.106666, 0.229931, 1.890758, 4.477200, 0.099999, -0.427220, 
0.146235, 0.121531, 0.237632, 1.865551, 4.481300, 0.103397, -0.426892, 
0.146763, 0.136053, 0.245227, 1.839240, 4.485400, 0.106764, -0.426606, 
0.147350, 0.150215, 0.252712, 1.811871, 4.489500, 0.110101, -0.426364, 
0.147994, 0.163999, 0.260083, 1.783491, 4.493600, 0.113406, -0.426163, 
0.148694, 0.177389, 0.267335, 1.754149, 4.497700, 0.116679, -0.426005, 
0.149448, 0.190371, 0.274465, 1.723893, 4.501800, 0.119918, -0.425888, 
0.150255, 0.202929, 0.281470, 1.692775, 4.505900, 0.123122, -0.425812, 
0.151112, 0.215052, 0.288345, 1.660842, 4.510000, 0.126290, -0.425777, 
0.152018, 0.226727, 0.295088, 1.628147, 4.514100, 0.129422, -0.425783, 
0.152970, 0.237943, 0.301695, 1.594739, 4.518200, 0.132515, -0.425828, 
0.153968, 0.248691, 0.308164, 1.560668, 4.522300, 0.135570, -0.425912, 
0.155009, 0.258960, 0.314492, 1.525983, 4.526400, 0.138584, -0.426036, 
0.156091, 0.268743, 0.320676, 1.490733, 4.530500, 0.141557, -0.426197, 
0.157212, 0.278034, 0.326715, 1.454965, 4.534600, 0.144488, -0.426397, 
0.158370, 0.286825, 0.332606, 1.418728, 4.538700, 0.147376, -0.426633, 
0.159563, 0.295112, 0.338348, 1.382065, 4.542800, 0.150219, -0.426905, 
0.160789, 0.302891, 0.343938, 1.345023, 4.546900, 0.153017, -0.427213, 
0.162046, 0.310158, 0.349377, 1.307643, 4.551000, 0.155768, -0.427555, 
0.163332, 0.316910, 0.354661, 1.269968, 4.555100, 0.158471, -0.427932, 
0.164644, 0.323147, 0.359790, 1.232037, 4.559200, 0.161126, -0.428342, 
0.165981, 0.328868, 0.364763, 1.193890, 4.563300, 0.163731, -0.428784, 
0.167340, 0.334072, 0.369580, 1.155563, 4.567400, 0.166286, -0.429258, 
0.168720, 0.338760, 0.374239, 1.117091, 4.571500, 0.168788, -0.429762, 
0.170117, 0.342935, 0.378740, 1.078508, 4.575600, 0.171238, -0.430297, 
0.171531, 0.346598, 0.383082, 1.039845, 4.579700, 0.173633, -0.430861, 
0.172959, 0.349753, 0.387266, 1.001132, 4.583800, 0.175973, -0.431452, 
0.174398, 0.352402, 0.391291, 0.962398, 4.587900, 0.178258, -0.432071, 
0.175848, 0.354552, 0.395158, 0.923670, 4.592000, 0.180485, -0.432716, 
0.177305, 0.356206, 0.398866, 0.884970, 4.596100, 0.182654, -0.433387, 
0.178768, 0.357370, 0.402415, 0.846324, 4.600200, 0.184764, -0.434082, 
0.180235, 0.358051, 0.405806, 0.807752, 4.604300, 0.186814, -0.434801, 
0.181703, 0.358255, 0.409038, 0.769274, 4.608400, 0.188803, -0.435542, 
0.183172, 0.357990, 0.412114, 0.730907, 4.612500, 0.190729, -0.436305, 
0.184638, 0.357263, 0.415032, 0.692670, 4.616600, 0.192593, -0.437088, 
0.186101, 0.356083, 0.417794, 0.654576, 4.620700, 0.194393, -0.437892, 
0.187558, 0.354458, 0.420400, 0.616639, 4.624800, 0.196128, -0.438713, 
0.189007, 0.352398, 0.422851, 0.578873, 4.628900, 0.197797, -0.439553, 
0.190447, 0.349912, 0.425147, 0.541287, 4.633000, 0.199400, -0.440409, 
0.191876, 0.347010, 0.427289, 0.503891, 4.637100, 0.200935, -0.441282, 
0.193292, 0.343702, 0.429279, 0.466694, 4.641200, 0.202402, -0.442168, 
0.194693, 0.339999, 0.431117, 0.429704, 4.645300, 0.203800, -0.443069, 
0.196079, 0.335913, 0.432803, 0.392926, 4.649400, 0.205128, -0.443983, 
0.197447, 0.331454, 0.434339, 0.356366, 4.653500, 0.206385, -0.444909, 
0.198797, 0.326635, 0.435725, 0.320028, 4.657600, 0.207572, -0.445845, 
0.200125, 0.321467, 0.436963, 0.283915, 4.661700, 0.208686, -0.446792, 
0.201432, 0.315962, 0.438054, 0.248030, 4.665800, 0.209727, -0.447747, 
0.202716, 0.310132, 0.438997, 0.212374, 4.669900, 0.210695, -0.448711, 
0.203975, 0.303992, 0.439796, 0.176949, 4.674000, 0.211589, -0.449682, 
0.205208, 0.297552, 0.440449, 0.141755, 4.678100, 0.212409, -0.450659, 
0.206414, 0.290827, 0.440958, 0.106792, 4.682200, 0.213153, -0.451642, 
0.207592, 0.283830, 0.441325, 0.072058, 4.686300, 0.213822, -0.452629, 
0.208741, 0.276573, 0.441549, 0.037553, 4.690400, 0.214415, -0.453620, 
0.209860, 0.269072, 0.441633, 0.003274, 4.694500, 0.214931, -0.454613, 
0.210947, 0.261338, 0.441577, -0.030780, 4.698600, 0.215370, -0.455608, 
0.212003, 0.253387, 0.441381, -0.064613, 4.702700, 0.215731, -0.456605, 
0.213025, 0.245231, 0.441047, -0.098227, 4.706800, 0.216015, -0.457601, 
0.214013, 0.236886, 0.440576, -0.131626, 4.710900, 0.216221, -0.458597, 
0.214967, 0.228365, 0.439968, -0.164812, 4.715000, 0.216349, -0.459591, 
0.215886, 0.219682, 0.439225, -0.197791, 4.719100, 0.216397, -0.460583, 
0.216768, 0.210852, 0.438346, -0.230564, 4.723200, 0.216367, -0.461572, 
0.217614, 0.201889, 0.437334, -0.263137, 4.727300, 0.216259, -0.462557, 
0.218424, 0.192806, 0.436189, -0.295514, 4.731400, 0.216071, -0.463538, 
0.219195, 0.183619, 0.434911, -0.327697, 4.735500, 0.215803, -0.464514, 
0.219929, 0.174342, 0.433502, -0.359692, 4.739600, 0.215457, -0.465483, 
0.220625, 0.164988, 0.431962, -0.391502, 4.743700, 0.215031, -0.466446, 
0.221282, 0.155573, 0.430292, -0.423132, 4.747800, 0.214526, -0.467402, 
0.221900, 0.146109, 0.428493, -0.454585, 4.751900, 0.213941, -0.468350, 
0.222480, 0.136612, 0.426565, -0.485864, 4.756000, 0.213278, -0.469289, 
0.223021, 0.127096, 0.424509, -0.516974, 4.760100, 0.212535, -0.470219, 
0.223522, 0.117574, 0.422326, -0.547918, 4.764200, 0.211714, -0.471140, 
0.223985, 0.108060, 0.420016, -0.578699, 4.768300, 0.210814, -0.472050, 
0.224408, 0.098568, 0.417581, -0.609320, 4.772400, 0.209835, -0.472949, 
0.224793, 0.089112, 0.415020, -0.639783, 4.776500, 0.208778, -0.473837, 
0.225139, 0.079705, 0.412335, -0.670092, 4.780600, 0.207644, -0.474713, 
0.225447, 0.070360, 0.409525, -0.700247, 4.784700, 0.206432, -0.475576, 
0.225716, 0.061091, 0.406593, -0.730251, 4.788800, 0.205143, -0.476427, 
0.225948, 0.051911, 0.403537, -0.760106, 4.792900, 0.203777, -0.477265, 
0.226142, 0.042832, 0.400360, -0.789811, 4.797000, 0.202336, -0.478089, 
0.226299, 0.033867, 0.397061, -0.819368, 4.801100, 0.200818, -0.478898, 
0.226420, 0.025029, 0.393641, -0.848777, 4.805200, 0.199226, -0.479694, 
0.226505, 0.016329, 0.390101, -0.878037, 4.809300, 0.197558, -0.480475, 
0.226554, 0.007779, 0.386442, -0.907148, 4.813400, 0.195817, -0.481240, 
0.226569, -0.000609, 0.382663, -0.936109, 4.817500, 0.194003, -0.481990, 
0.226549, -0.008824, 0.378766, -0.964917, 4.821600, 0.192116, -0.482724, 
0.226497, -0.016854, 0.374751, -0.993570, 4.825700, 0.190157, -0.483443, 
0.226411, -0.024689, 0.370619, -1.022067, 4.829800, 0.188127, -0.484145, 
0.226294, -0.032319, 0.366370, -1.050402, 4.833900, 0.186026, -0.484831, 
0.226147, -0.039733, 0.362006, -1.078573, 4.838000, 0.183856, -0.485500, 
0.225969, -0.046922, 0.357526, -1.106574, 4.842100, 0.181617, -0.486152, 
0.225762, -0.053877, 0.352932, -1.134401, 4.846200, 0.179310, -0.486787, 
0.225527, -0.060588, 0.348224, -1.162048, 4.850300, 0.176937, -0.487405, 
0.225266, -0.067047, 0.343404, -1.189508, 4.854400, 0.174497, -0.488006, 
0.224978, -0.073246, 0.338471, -1.216775, 4.858500, 0.171992, -0.488590, 
0.224665, -0.079176, 0.333426, -1.243842, 4.862600, 0.169423, -0.489156, 
0.224329, -0.084832, 0.328271, -1.270698, 4.866700, 0.166791, -0.489704, 
0.223970, -0.090205, 0.323007, -1.297337, 4.870800, 0.164096, -0.490235, 
0.223590, -0.095290, 0.317634, -1.323749, 4.874900, 0.161341, -0.490749, 
0.223189, -0.100080, 0.312152, -1.349922, 4.879000, 0.158526, -0.491244, 
0.222770, -0.104570, 0.306565, -1.375848, 4.883100, 0.155652, -0.491722, 
0.222332, -0.108756, 0.300871, -1.401513, 4.887200, 0.152720, -0.492183, 
0.221878, -0.112632, 0.295072, -1.426907, 4.891300, 0.149731, -0.492626, 
0.221409, -0.116194, 0.289171, -1.452016, 4.895400, 0.146688, -0.493051, 
0.220926, -0.119440, 0.283166, -1.476828, 4.899500, 0.143589, -0.493459, 
0.220430, -0.122366, 0.277061, -1.501328, 4.903600, 0.140438, -0.493850, 
0.219923, -0.124971, 0.270856, -1.525503, 4.907700, 0.137236, -0.494223, 
0.219406, -0.127252, 0.264552, -1.549337, 4.911800, 0.133982, -0.494579, 
0.218880, -0.129208, 0.258152, -1.572815, 4.915900, 0.130680, -0.494918, 
0.218347, -0.130839, 0.251656, -1.595921, 4.920000, 0.127329, -0.495240, 
0.217807, -0.132144, 0.245066, -1.618639, 4.924100, 0.123932, -0.495545, 
0.217264, -0.133124, 0.238384, -1.640952, 4.928200, 0.120490, -0.495834, 
0.216716, -0.133780, 0.231611, -1.662842, 4.932300, 0.117003, -0.496106, 
0.216167, -0.134115, 0.224749, -1.684293, 4.936400, 0.113474, -0.496361, 
0.215617, -0.134129, 0.217800, -1.705285, 4.940500, 0.109903, -0.496601, 
0.215068, -0.133827, 0.210766, -1.725802, 4.944600, 0.106292, -0.496824, 
0.214520, -0.133211, 0.203649, -1.745824, 4.948700, 0.102643, -0.497032, 
0.213976, -0.132286, 0.196451, -1.765334, 4.952800, 0.098957, -0.497224, 
0.213436, -0.131056, 0.189174, -1.784312, 4.956900, 0.095234, -0.497401, 
0.212901, -0.129527, 0.181820, -1.802739, 4.961000, 0.091477, -0.497562, 
0.212374, -0.127704, 0.174392, -1.820597, 4.965100, 0.087687, -0.497709, 
0.211855, -0.125595, 0.166892, -1.837868, 4.969200, 0.083866, -0.497840, 
0.211344, -0.123205, 0.159323, -1.854531, 4.973300, 0.080014, -0.497957, 
0.210845, -0.120543, 0.151686, -1.870570, 4.977400, 0.076133, -0.498059, 
0.210356, -0.117617, 0.143985, -1.885965, 4.981500, 0.072226, -0.498148, 
0.209881, -0.114434, 0.136222, -1.900699, 4.985600, 0.068292, -0.498222, 
0.209418, -0.111005, 0.128400, -1.914754, 4.989700, 0.064333, -0.498282, 
0.208971, -0.107339, 0.120522, -1.928112, 4.993800, 0.060352, -0.498329, 
0.208538, -0.103447, 0.112591, -1.940757, 4.997900, 0.056349, -0.498363, 
0.208123, -0.099338, 0.104609, -1.952673, 5.002000, 0.052326, -0.498383, 
0.207724, -0.095024, 0.096580, -1.963845, 5.006100, 0.048285, -0.498391, 
0.207344, -0.090516, 0.088506, -1.974256, 5.010200, 0.044226, -0.498385, 
0.206982, -0.085827, 0.080392, -1.983894, 5.014300, 0.040151, -0.498367, 
0.206640, -0.080968, 0.072239, -1.992744, 5.018400, 0.036062, -0.498337, 
0.206318, -0.075952, 0.064052, -2.000795, 5.022500, 0.031961, -0.498295, 
0.206018, -0.070793, 0.055834, -2.008033, 5.026600, 0.027848, -0.498240, 
0.205738, -0.065503, 0.047588, -2.014450, 5.030700, 0.023725, -0.498174, 
0.205481, -0.060096, 0.039317, -2.020034, 5.034800, 0.019594, -0.498095, 
0.205246, -0.054586, 0.031025, -2.024777, 5.038900, 0.015455, -0.498006, 
0.205033, -0.048987, 0.022715, -2.028673, 5.043000, 0.011312, -0.497905, 
0.204844, -0.043313, 0.014391, -2.031713, 5.047100, 0.007164, -0.497792, 
0.204678, -0.037578, 0.006056, -2.033893, 5.051200, 0.003014, -0.497669, 
0.204536, -0.031797, -0.002286, -2.035208, 5.055300, -0.001137, -0.497535, 
0.204417, -0.025984, -0.010632, -2.035656, 5.059400, -0.005288, -0.497389, 
0.204323, -0.020154, -0.018977, -2.035234, 5.063500, -0.009437, -0.497233, 
0.204252, -0.014322, -0.027319, -2.033942, 5.067600, -0.013583, -0.497067, 
0.204205, -0.008502, -0.035654, -2.031781, 5.071700, -0.017724, -0.496889, 
0.204182, -0.002709, -0.043979, -2.028751, 5.075800, -0.021858, -0.496702, 
0.204183, 0.003043, -0.052289, -2.024857, 5.079900, -0.025985, -0.496504, 
0.204207, 0.008740, -0.060581, -2.020102, 5.084000, -0.030103, -0.496295, 
0.204255, 0.014367, -0.068853, -2.014491, 5.088100, -0.034210, -0.496076, 
0.204325, 0.019910, -0.077099, -2.008031, 5.092200, -0.038305, -0.495848, 
0.204418, 0.025355, -0.085317, -2.000730, 5.096300, -0.042387, -0.495609, 
0.204533, 0.030690, -0.093504, -1.992595, 5.100400, -0.046454, -0.495359, 
0.204669, 0.035900, -0.101656, -1.983637, 5.104500, -0.050504, -0.495100, 
0.204827, 0.040972, -0.109769, -1.973866, 5.108600, -0.054536, -0.494831, 
0.205005, 0.045895, -0.117840, -1.963293, 5.112700, -0.058549, -0.494551, 
0.205203, 0.050655, -0.125867, -1.951932, 5.116800, -0.062542, -0.494262, 
0.205420, 0.055241, -0.133845, -1.939794, 5.120900, -0.066512, -0.493962, 
0.205656, 0.059641, -0.141772, -1.926895, 5.125000, -0.070459, -0.493653, 
0.205909, 0.063844, -0.149644, -1.913249, 5.129100, -0.074381, -0.493333, 
0.206179, 0.067840, -0.157460, -1.898872, 5.133200, -0.078276, -0.493004, 
0.206465, 0.071617, -0.165214, -1.883779, 5.137300, -0.082144, -0.492664, 
0.206766, 0.075168, -0.172906, -1.867986, 5.141400, -0.085982, -0.492314, 
0.207081, 0.078482, -0.180531, -1.851513, 5.145500, -0.089790, -0.491954, 
0.207409, 0.081551, -0.188087, -1.834374, 5.149600, -0.093567, -0.491584, 
0.207749, 0.084366, -0.195572, -1.816589, 5.153700, -0.097309, -0.491203, 
0.208101, 0.086921, -0.202982, -1.798175, 5.157800, -0.101017, -0.490813, 
0.208462, 0.089208, -0.210316, -1.779151, 5.161900, -0.104690, -0.490412, 
0.208832, 0.091220, -0.217570, -1.759535, 5.166000, -0.108324, -0.490001, 
0.209209, 0.092952, -0.224743, -1.739346, 5.170100, -0.111920, -0.489579, 
0.209594, 0.094399, -0.231832, -1.718602, 5.174200, -0.115477, -0.489148, 
0.209983, 0.095555, -0.238835, -1.697322, 5.178300, -0.118991, -0.488705, 
0.210377, 0.096417, -0.245750, -1.675524, 5.182400, -0.122463, -0.488253, 
0.210773, 0.096982, -0.252574, -1.653226, 5.186500, -0.125891, -0.487790, 
0.211172, 0.097245, -0.259305, -1.630447, 5.190600, -0.129274, -0.487316, 
0.211570, 0.097206, -0.265943, -1.607205, 5.194700, -0.132611, -0.486832, 
0.211968, 0.096861, -0.272484, -1.583518, 5.198800, -0.135899, -0.486338, 
0.212364, 0.096211, -0.278927, -1.559402, 5.202900, -0.139139, -0.485832, 
0.212757, 0.095254, -0.285270, -1.534874, 5.207000, -0.142329, -0.485317, 
0.213145, 0.093990, -0.291513, -1.509952, 5.211100, -0.145467, -0.484791, 
0.213527, 0.092421, -0.297652, -1.484650, 5.215200, -0.148552, -0.484254, 
0.213902, 0.090547, -0.303686, -1.458986, 5.219300, -0.151584, -0.483707, 
0.214269, 0.088370, -0.309615, -1.432974, 5.223400, -0.154561, -0.483149, 
0.214626, 0.085892, -0.315436, -1.406629, 5.227500, -0.157481, -0.482581, 
0.214973, 0.083116, -0.321149, -1.379964, 5.231600, -0.160345, -0.482002, 
0.215308, 0.080046, -0.326751, -1.352994, 5.235700, -0.163150, -0.481413, 
0.215629, 0.076685, -0.332243, -1.325731, 5.239800, -0.165896, -0.480814, 
0.215936, 0.073037, -0.337622, -1.298188, 5.243900, -0.168582, -0.480204, 
0.216227, 0.069108, -0.342888, -1.270377, 5.248000, -0.171206, -0.479584, 
0.216502, 0.064904, -0.348039, -1.242308, 5.252100, -0.173768, -0.478954, 
0.216759, 0.060429, -0.353074, -1.213993, 5.256200, -0.176267, -0.478314, 
0.216997, 0.055690, -0.357993, -1.185441, 5.260300, -0.178701, -0.477665, 
0.217216, 0.050694, -0.362795, -1.156662, 5.264400, -0.181070, -0.477005, 
0.217413, 0.045449, -0.367477, -1.127663, 5.268500, -0.183372, -0.476336, 
0.217588, 0.039961, -0.372041, -1.098455, 5.272600, -0.185608, -0.475657, 
0.217740, 0.034239, -0.376485, -1.069043, 5.276700, -0.187775, -0.474969, 
0.217868, 0.028292, -0.380807, -1.039435, 5.280800, -0.189874, -0.474272, 
0.217972, 0.022128, -0.385008, -1.009637, 5.284900, -0.191904, -0.473566, 
0.218050, 0.015757, -0.389086, -0.979655, 5.289000, -0.193863, -0.472852, 
0.218101, 0.009187, -0.393041, -0.949493, 5.293100, -0.195751, -0.472129, 
0.218125, 0.002430, -0.396871, -0.919158, 5.297200, -0.197567, -0.471397, 
0.218120, -0.004505, -0.400577, -0.888651, 5.301300, -0.199311, -0.470658, 
0.218087, -0.011608, -0.404158, -0.857978, 5.305400, -0.200983, -0.469911, 
0.218025, -0.018866, -0.407613, -0.827141, 5.309500, -0.202580, -0.469157, 
0.217933, -0.026270, -0.410940, -0.796142, 5.313600, -0.204103, -0.468395, 
0.217809, -0.033808, -0.414141, -0.764983, 5.317700, -0.205552, -0.467627, 
0.217655, -0.041467, -0.417213, -0.733667, 5.321800, -0.206925, -0.466852, 
0.217469, -0.049237, -0.420157, -0.702193, 5.325900, -0.208222, -0.466071, 
0.217251, -0.057105, -0.422971, -0.670564, 5.330000, -0.209444, -0.465285, 
0.217001, -0.065059, -0.425655, -0.638779, 5.334100, -0.210588, -0.464493, 
0.216718, -0.073086, -0.428209, -0.606838, 5.338200, -0.211656, -0.463696, 
0.216402, -0.081173, -0.430631, -0.574740, 5.342300, -0.212647, -0.462894, 
0.216052, -0.089308, -0.432921, -0.542486, 5.346400, -0.213560, -0.462089, 
